"","Year","Env","Line","GY","PH","HD","Can_Cover","NM_900","NM_975","Blue","Green","NDRE1","NDVI","NIR","RE1","RE2","Red","MTVI","NWI1"
"1",2021,"Davenport","12X015-0-1-68-CBW",83.2284255,73.85119694,47.22590452,66.12130159,21.27525533,29.93817465,29.82930129,38.16830279,0.034350988,-0.0262655,0.150567782,48.42445198,0.247678128,48.87954357,NA,NA
"2",2021,"Davenport","12X069-0-1-56-LBW",81.23018102,70.45021741,49.46721433,65.40696319,20.63399705,31.08673155,27.46000848,38.51308602,0.034225388,-0.025546785,0.152964246,52.34179956,0.248452995,48.48520133,NA,NA
"3",2021,"Davenport","12X070-0-1-30-LBW",110.9780078,97.89014591,51.50407879,95.23686909,27.40829858,42.2891118,39.2357664,56.25415837,0.064429699,-0.030921211,0.158173056,72.88158064,0.290529517,68.0301679,NA,NA
"4",2021,"Davenport","HRW13190-1-S-37-1-1",77.43840193,75.99873173,62.16640894,63.83520885,20.4236913,30.3375816,29.69238714,36.87797525,0.038074243,-0.038793206,0.157626659,48.21771994,0.256793851,50.57116703,NA,NA
"5",2021,"Davenport","MAS14082-B-B-4-1",95.12037297,86.88614787,58.03461583,73.38434417,24.96792911,36.87213337,35.18822587,45.76233415,0.047563625,-0.032532335,0.157750463,59.26535065,0.270004917,60.08934287,NA,NA
"6",2021,"Davenport","SWW10124-B-0-1-2",90.14158986,81.16585145,54.84338911,70.86989394,23.47147669,33.67501099,32.18341188,44.78359501,0.041744576,-0.029842794,0.161361327,56.95843991,0.252636443,50.59120038,NA,NA
"7",2021,"Davenport","SWW11143-B-0-0-4",70.53541533,55.17237854,46.22926143,52.58140855,18.37384376,26.48949554,24.17869032,28.48557226,0.022643391,-0.020456467,0.149442133,40.59263692,0.231714709,38.86981685,NA,NA
"8",2021,"Davenport","SWW12164-B-S-8-1-6",60.22720557,51.95719103,58.60753292,47.32819754,15.51792154,20.85551085,19.0933678,23.73883885,0.020761242,-0.034502193,0.164190185,36.23066401,0.247181072,32.23801782,NA,NA
"9",2021,"Davenport","SWW12198-B-B-B-5",105.5503924,89.67307064,54.39437227,90.90491054,26.89852332,39.24681959,35.15339961,52.65696792,0.056183044,-0.027775023,0.161638013,72.45207741,0.279347503,62.57543321,NA,NA
"10",2021,"Davenport","SWW12243-B-B-B-4",73.09000353,60.67103335,56.67873832,54.57240571,18.0100624,25.4678491,26.74579047,30.27924811,0.025414918,-0.026037747,0.157756044,44.77749564,0.241709467,38.59117815,NA,NA
"11",2021,"Davenport","SWW12408-B-S-7-1-2",62.92272374,59.49927723,50.6066603,50.4803366,16.74580992,24.86300918,23.00082161,30.67981497,0.015866728,-0.021500027,0.154639275,35.58938931,0.210353642,37.10862938,NA,NA
